round_id,agent_id,class_id,role,corrupted,adversary_type,recommended_action_id,oracle_action_id,corruption_rate,run
10,judge_1,auxiliary,judge,False,selfish,A,B,0.25,0
10,judge_2,producer,judge,False,selfish,A,B,0.25,0
10,judge_3,guardian,judge,False,selfish,A,B,0.25,0
10,judge_4,auxiliary,judge,False,selfish,A,B,0.25,0
11,judge_0,guardian,judge,False,selfish,C,C,0.25,0
11,judge_1,auxiliary,judge,False,selfish,C,C,0.25,0
11,judge_2,producer,judge,False,selfish,C,C,0.25,0
11,judge_3,guardian,judge,False,selfish,C,C,0.25,0
11,judge_4,auxiliary,judge,False,selfish,C,C,0.25,0
12,judge_0,guardian,judge,False,selfish,A,A,0.25,0
12,judge_1,auxiliary,judge,False,selfish,A,A,0.25,0
12,judge_2,producer,judge,False,selfish,A,A,0.25,0
12,judge_3,guardian,judge,False,selfish,A,A,0.25,0
12,judge_4,auxiliary,judge,False,selfish,A,A,0.25,0
13,judge_0,guardian,judge,False,selfish,A,A,0.25,0
13,judge_1,auxiliary,judge,False,selfish,A,A,0.25,0
13,judge_2,producer,judge,False,selfish,A,A,0.25,0
13,judge_3,guardian,judge,False,selfish,A,A,0.25,0
13,judge_4,auxiliary,judge,False,selfish,A,A,0.25,0
14,judge_0,guardian,judge,False,selfish,A,A,0.25,0
14,judge_1,auxiliary,judge,False,selfish,A,A,0.25,0
14,judge_2,producer,judge,False,selfish,A,A,0.25,0
14,judge_3,guardian,judge,False,selfish,A,A,0.25,0
14,judge_4,auxiliary,judge,False,selfish,A,A,0.25,0
15,judge_0,guardian,judge,False,selfish,C,C,0.25,0
15,judge_1,auxiliary,judge,False,selfish,C,C,0.25,0
15,judge_2,producer,judge,False,selfish,C,C,0.25,0
15,judge_3,guardian,judge,False,selfish,C,C,0.25,0
15,judge_4,auxiliary,judge,False,selfish,C,C,0.25,0
16,judge_0,guardian,judge,False,selfish,A,A,0.25,0
16,judge_1,auxiliary,judge,False,selfish,A,A,0.25,0
16,judge_2,producer,judge,False,selfish,A,A,0.25,0
16,judge_3,guardian,judge,False,selfish,A,A,0.25,0
16,judge_4,auxiliary,judge,False,selfish,A,A,0.25,0
17,judge_0,guardian,judge,False,selfish,C,C,0.25,0
17,judge_1,auxiliary,judge,False,selfish,C,C,0.25,0
17,judge_2,producer,judge,False,selfish,C,C,0.25,0
17,judge_3,guardian,judge,False,selfish,C,C,0.25,0
17,judge_4,auxiliary,judge,False,selfish,C,C,0.25,0
18,judge_0,guardian,judge,False,selfish,A,B,0.25,0
18,judge_1,auxiliary,judge,False,selfish,A,B,0.25,0
18,judge_2,producer,judge,False,selfish,A,B,0.25,0
18,judge_3,guardian,judge,False,selfish,A,B,0.25,0
18,judge_4,auxiliary,judge,False,selfish,A,B,0.25,0
19,judge_0,guardian,judge,False,selfish,B,A,0.25,0
19,judge_1,auxiliary,judge,False,selfish,B,A,0.25,0
19,judge_2,producer,judge,False,selfish,B,A,0.25,0
19,judge_3,guardian,judge,False,selfish,B,A,0.25,0
19,judge_4,auxiliary,judge,False,selfish,B,A,0.25,0
20,judge_0,guardian,judge,False,selfish,C,C,0.25,0
20,judge_1,auxiliary,judge,False,selfish,C,C,0.25,0
20,judge_2,producer,judge,False,selfish,C,C,0.25,0
20,judge_3,guardian,judge,False,selfish,C,C,0.25,0
20,judge_4,auxiliary,judge,False,selfish,C,C,0.25,0
21,judge_0,guardian,judge,False,selfish,A,A,0.25,0
21,judge_1,auxiliary,judge,False,selfish,A,A,0.25,0
21,judge_2,producer,judge,False,selfish,A,A,0.25,0
21,judge_3,guardian,judge,False,selfish,A,A,0.25,0
21,judge_4,auxiliary,judge,False,selfish,A,A,0.25,0
22,judge_0,guardian,judge,False,selfish,B,C,0.25,0
22,judge_1,auxiliary,judge,False,selfish,B,C,0.25,0
22,judge_2,producer,judge,False,selfish,B,C,0.25,0
22,judge_3,guardian,judge,False,selfish,B,C,0.25,0
22,judge_4,auxiliary,judge,False,selfish,B,C,0.25,0
23,judge_0,guardian,judge,False,selfish,B,B,0.25,0
23,judge_1,auxiliary,judge,False,selfish,B,B,0.25,0
23,judge_2,producer,judge,False,selfish,B,B,0.25,0
23,judge_3,guardian,judge,False,selfish,B,B,0.25,0
23,judge_4,auxiliary,judge,False,selfish,B,B,0.25,0
24,judge_0,guardian,judge,False,selfish,B,C,0.25,0
24,judge_1,auxiliary,judge,False,selfish,B,C,0.25,0
24,judge_2,producer,judge,False,selfish,B,C,0.25,0
24,judge_3,guardian,judge,False,selfish,B,C,0.25,0
24,judge_4,auxiliary,judge,False,selfish,B,C,0.25,0
25,judge_0,guardian,judge,False,selfish,C,A,0.25,0
25,judge_1,auxiliary,judge,False,selfish,C,A,0.25,0
25,judge_2,producer,judge,False,selfish,C,A,0.25,0
25,judge_3,guardian,judge,False,selfish,C,A,0.25,0
25,judge_4,auxiliary,judge,False,selfish,C,A,0.25,0
26,judge_0,guardian,judge,False,selfish,B,B,0.25,0
26,judge_1,auxiliary,judge,False,selfish,B,B,0.25,0
26,judge_2,producer,judge,False,selfish,B,B,0.25,0
26,judge_3,guardian,judge,False,selfish,B,B,0.25,0
26,judge_4,auxiliary,judge,False,selfish,B,B,0.25,0
27,judge_0,guardian,judge,False,selfish,C,C,0.25,0
27,judge_1,auxiliary,judge,False,selfish,C,C,0.25,0
27,judge_2,producer,judge,False,selfish,C,C,0.25,0
27,judge_3,guardian,judge,False,selfish,C,C,0.25,0
27,judge_4,auxiliary,judge,False,selfish,C,C,0.25,0
28,judge_0,guardian,judge,False,selfish,B,C,0.25,0
28,judge_1,auxiliary,judge,False,selfish,B,C,0.25,0
28,judge_2,producer,judge,False,selfish,B,C,0.25,0
28,judge_3,guardian,judge,False,selfish,B,C,0.25,0
28,judge_4,auxiliary,judge,False,selfish,B,C,0.25,0
29,judge_0,guardian,judge,False,selfish,B,C,0.25,0
29,judge_1,auxiliary,judge,False,selfish,B,C,0.25,0
29,judge_2,producer,judge,False,selfish,B,C,0.25,0
29,judge_3,guardian,judge,False,selfish,B,C,0.25,0
29,judge_4,auxiliary,judge,False,selfish,B,C,0.25,0
30,judge_0,guardian,judge,False,selfish,C,C,0.25,0
30,judge_1,auxiliary,judge,False,selfish,C,C,0.25,0
30,judge_2,producer,judge,False,selfish,C,C,0.25,0
30,judge_3,guardian,judge,False,selfish,C,C,0.25,0
30,judge_4,auxiliary,judge,False,selfish,C,C,0.25,0
31,judge_0,guardian,judge,False,selfish,B,B,0.25,0
31,judge_1,auxiliary,judge,False,selfish,B,B,0.25,0
31,judge_2,producer,judge,False,selfish,B,B,0.25,0
31,judge_3,guardian,judge,False,selfish,B,B,0.25,0
31,judge_4,auxiliary,judge,False,selfish,B,B,0.25,0
32,judge_0,guardian,judge,False,selfish,A,B,0.25,0
32,judge_1,auxiliary,judge,False,selfish,A,B,0.25,0
32,judge_2,producer,judge,False,selfish,A,B,0.25,0
32,judge_3,guardian,judge,False,selfish,C,B,0.25,0
32,judge_4,auxiliary,judge,False,selfish,B,B,0.25,0
33,judge_0,guardian,judge,False,selfish,C,C,0.25,0
33,judge_1,auxiliary,judge,False,selfish,C,C,0.25,0
33,judge_2,producer,judge,False,selfish,C,C,0.25,0
33,judge_3,guardian,judge,False,selfish,C,C,0.25,0
33,judge_4,auxiliary,judge,False,selfish,A,C,0.25,0
34,judge_0,guardian,judge,False,selfish,B,B,0.25,0
34,judge_1,auxiliary,judge,False,selfish,B,B,0.25,0
34,judge_2,producer,judge,False,selfish,B,B,0.25,0
34,judge_3,guardian,judge,False,selfish,B,B,0.25,0
34,judge_4,auxiliary,judge,False,selfish,B,B,0.25,0
35,judge_0,guardian,judge,False,selfish,C,A,0.25,0
35,judge_1,auxiliary,judge,False,selfish,A,A,0.25,0
35,judge_2,producer,judge,False,selfish,A,A,0.25,0
35,judge_3,guardian,judge,False,selfish,A,A,0.25,0
35,judge_4,auxiliary,judge,False,selfish,C,A,0.25,0
36,judge_0,guardian,judge,False,selfish,B,B,0.25,0
36,judge_1,auxiliary,judge,False,selfish,B,B,0.25,0
36,judge_2,producer,judge,False,selfish,B,B,0.25,0
36,judge_3,guardian,judge,False,selfish,B,B,0.25,0
36,judge_4,auxiliary,judge,False,selfish,C,B,0.25,0
37,judge_0,guardian,judge,False,selfish,A,A,0.25,0
37,judge_1,auxiliary,judge,False,selfish,A,A,0.25,0
37,judge_2,producer,judge,False,selfish,A,A,0.25,0
37,judge_3,guardian,judge,False,selfish,A,A,0.25,0
37,judge_4,auxiliary,judge,False,selfish,A,A,0.25,0
38,judge_0,guardian,judge,False,selfish,B,B,0.25,0
38,judge_1,auxiliary,judge,False,selfish,B,B,0.25,0
38,judge_2,producer,judge,False,selfish,B,B,0.25,0
38,judge_3,guardian,judge,False,selfish,B,B,0.25,0
38,judge_4,auxiliary,judge,False,selfish,B,B,0.25,0
39,judge_0,guardian,judge,False,selfish,A,A,0.25,0
39,judge_1,auxiliary,judge,False,selfish,A,A,0.25,0
39,judge_2,producer,judge,False,selfish,A,A,0.25,0
39,judge_3,guardian,judge,False,selfish,A,A,0.25,0
39,judge_4,auxiliary,judge,False,selfish,A,A,0.25,0
0,judge_0,guardian,judge,False,selfish,B,B,0.25,1
0,judge_1,auxiliary,judge,False,selfish,B,B,0.25,1
0,judge_2,producer,judge,False,selfish,B,B,0.25,1
0,judge_3,guardian,judge,False,selfish,B,B,0.25,1
0,judge_4,auxiliary,judge,False,selfish,B,B,0.25,1
1,judge_0,guardian,judge,False,selfish,C,C,0.25,1
1,judge_1,auxiliary,judge,False,selfish,C,C,0.25,1
1,judge_2,producer,judge,False,selfish,C,C,0.25,1
1,judge_3,guardian,judge,False,selfish,C,C,0.25,1
1,judge_4,auxiliary,judge,False,selfish,C,C,0.25,1
2,judge_0,guardian,judge,False,selfish,A,A,0.25,1
2,judge_1,auxiliary,judge,False,selfish,A,A,0.25,1
2,judge_2,producer,judge,False,selfish,A,A,0.25,1
2,judge_3,guardian,judge,False,selfish,A,A,0.25,1
2,judge_4,auxiliary,judge,False,selfish,A,A,0.25,1
3,judge_0,guardian,judge,False,selfish,B,B,0.25,1
3,judge_1,auxiliary,judge,False,selfish,B,B,0.25,1
3,judge_2,producer,judge,False,selfish,B,B,0.25,1
3,judge_3,guardian,judge,False,selfish,B,B,0.25,1
3,judge_4,auxiliary,judge,False,selfish,B,B,0.25,1
4,judge_0,guardian,judge,False,selfish,A,A,0.25,1
4,judge_1,auxiliary,judge,False,selfish,A,A,0.25,1
4,judge_2,producer,judge,False,selfish,A,A,0.25,1
4,judge_3,guardian,judge,False,selfish,A,A,0.25,1
4,judge_4,auxiliary,judge,False,selfish,A,A,0.25,1
5,judge_0,guardian,judge,False,selfish,C,B,0.25,1
5,judge_1,auxiliary,judge,False,selfish,C,B,0.25,1
5,judge_2,producer,judge,False,selfish,C,B,0.25,1
5,judge_3,guardian,judge,False,selfish,C,B,0.25,1
5,judge_4,auxiliary,judge,False,selfish,C,B,0.25,1
6,judge_0,guardian,judge,False,selfish,B,B,0.25,1
6,judge_1,auxiliary,judge,False,selfish,B,B,0.25,1
6,judge_2,producer,judge,False,selfish,B,B,0.25,1
6,judge_3,guardian,judge,False,selfish,B,B,0.25,1
6,judge_4,auxiliary,judge,False,selfish,B,B,0.25,1
7,judge_0,guardian,judge,False,selfish,B,B,0.25,1
7,judge_1,auxiliary,judge,False,selfish,B,B,0.25,1
7,judge_2,producer,judge,False,selfish,B,B,0.25,1
7,judge_3,guardian,judge,False,selfish,B,B,0.25,1
7,judge_4,auxiliary,judge,False,selfish,B,B,0.25,1
8,judge_0,guardian,judge,False,selfish,A,C,0.25,1
8,judge_1,auxiliary,judge,False,selfish,A,C,0.25,1
8,judge_2,producer,judge,False,selfish,A,C,0.25,1
8,judge_3,guardian,judge,False,selfish,A,C,0.25,1
8,judge_4,auxiliary,judge,False,selfish,A,C,0.25,1
9,judge_0,guardian,judge,False,selfish,C,A,0.25,1
9,judge_1,auxiliary,judge,False,selfish,C,A,0.25,1
9,judge_2,producer,judge,False,selfish,C,A,0.25,1
9,judge_3,guardian,judge,False,selfish,C,A,0.25,1
9,judge_4,auxiliary,judge,False,selfish,C,A,0.25,1
10,judge_0,guardian,judge,False,selfish,C,C,0.25,1
10,judge_1,auxiliary,judge,False,selfish,C,C,0.25,1
10,judge_2,producer,judge,False,selfish,B,C,0.25,1
10,judge_3,guardian,judge,False,selfish,C,C,0.25,1
10,judge_4,auxiliary,judge,False,selfish,C,C,0.25,1
11,judge_0,guardian,judge,False,selfish,C,B,0.25,1
11,judge_1,auxiliary,judge,False,selfish,C,B,0.25,1
11,judge_2,producer,judge,False,selfish,C,B,0.25,1
11,judge_3,guardian,judge,False,selfish,C,B,0.25,1
11,judge_4,auxiliary,judge,False,selfish,C,B,0.25,1
12,judge_0,guardian,judge,False,selfish,A,A,0.25,1
12,judge_1,auxiliary,judge,False,selfish,A,A,0.25,1
12,judge_2,producer,judge,False,selfish,A,A,0.25,1
12,judge_3,guardian,judge,False,selfish,A,A,0.25,1
12,judge_4,auxiliary,judge,False,selfish,A,A,0.25,1
13,judge_0,guardian,judge,False,selfish,B,B,0.25,1
13,judge_1,auxiliary,judge,False,selfish,B,B,0.25,1
13,judge_2,producer,judge,False,selfish,B,B,0.25,1
13,judge_3,guardian,judge,False,selfish,B,B,0.25,1
13,judge_4,auxiliary,judge,False,selfish,B,B,0.25,1
14,judge_0,guardian,judge,False,selfish,A,A,0.25,1
14,judge_1,auxiliary,judge,False,selfish,A,A,0.25,1
14,judge_2,producer,judge,False,selfish,A,A,0.25,1
14,judge_3,guardian,judge,False,selfish,A,A,0.25,1
14,judge_4,auxiliary,judge,False,selfish,A,A,0.25,1
15,judge_0,guardian,judge,False,selfish,B,C,0.25,1
15,judge_1,auxiliary,judge,False,selfish,B,C,0.25,1
15,judge_2,producer,judge,False,selfish,B,C,0.25,1
15,judge_3,guardian,judge,False,selfish,B,C,0.25,1
15,judge_4,auxiliary,judge,False,selfish,B,C,0.25,1
16,judge_0,guardian,judge,False,selfish,A,A,0.25,1
16,judge_1,auxiliary,judge,False,selfish,A,A,0.25,1
16,judge_2,producer,judge,False,selfish,A,A,0.25,1
16,judge_3,guardian,judge,False,selfish,A,A,0.25,1
16,judge_4,auxiliary,judge,False,selfish,A,A,0.25,1
17,judge_0,guardian,judge,False,selfish,C,A,0.25,1
17,judge_1,auxiliary,judge,False,selfish,C,A,0.25,1
17,judge_2,producer,judge,False,selfish,C,A,0.25,1
17,judge_3,guardian,judge,False,selfish,C,A,0.25,1
17,judge_4,auxiliary,judge,False,selfish,C,A,0.25,1
18,judge_0,guardian,judge,False,selfish,B,C,0.25,1
18,judge_1,auxiliary,judge,False,selfish,B,C,0.25,1
18,judge_2,producer,judge,False,selfish,B,C,0.25,1
18,judge_3,guardian,judge,False,selfish,B,C,0.25,1
18,judge_4,auxiliary,judge,False,selfish,B,C,0.25,1
19,judge_0,guardian,judge,False,selfish,A,A,0.25,1
19,judge_1,auxiliary,judge,False,selfish,A,A,0.25,1
19,judge_2,producer,judge,False,selfish,A,A,0.25,1
19,judge_3,guardian,judge,False,selfish,A,A,0.25,1
19,judge_4,auxiliary,judge,False,selfish,A,A,0.25,1
20,judge_0,guardian,judge,False,selfish,C,B,0.25,1
20,judge_1,auxiliary,judge,False,selfish,C,B,0.25,1
20,judge_2,producer,judge,False,selfish,C,B,0.25,1
20,judge_3,guardian,judge,False,selfish,C,B,0.25,1
20,judge_4,auxiliary,judge,False,selfish,C,B,0.25,1
21,judge_0,guardian,judge,False,selfish,C,C,0.25,1
21,judge_1,auxiliary,judge,False,selfish,C,C,0.25,1
21,judge_2,producer,judge,False,selfish,B,C,0.25,1
21,judge_3,guardian,judge,False,selfish,B,C,0.25,1
21,judge_4,auxiliary,judge,False,selfish,B,C,0.25,1
22,judge_0,guardian,judge,False,selfish,C,C,0.25,1
22,judge_1,auxiliary,judge,False,selfish,C,C,0.25,1
22,judge_2,producer,judge,False,selfish,C,C,0.25,1
22,judge_3,guardian,judge,False,selfish,C,C,0.25,1
22,judge_4,auxiliary,judge,False,selfish,C,C,0.25,1
23,judge_0,guardian,judge,False,selfish,B,A,0.25,1
23,judge_1,auxiliary,judge,False,selfish,B,A,0.25,1
23,judge_2,producer,judge,False,selfish,B,A,0.25,1
23,judge_3,guardian,judge,False,selfish,B,A,0.25,1
23,judge_4,auxiliary,judge,False,selfish,B,A,0.25,1
24,judge_0,guardian,judge,False,selfish,B,C,0.25,1
24,judge_1,auxiliary,judge,False,selfish,B,C,0.25,1
24,judge_2,producer,judge,False,selfish,B,C,0.25,1
24,judge_3,guardian,judge,False,selfish,B,C,0.25,1
24,judge_4,auxiliary,judge,False,selfish,B,C,0.25,1
25,judge_0,guardian,judge,False,selfish,B,B,0.25,1
25,judge_1,auxiliary,judge,False,selfish,B,B,0.25,1
25,judge_2,producer,judge,False,selfish,B,B,0.25,1
25,judge_3,guardian,judge,False,selfish,B,B,0.25,1
25,judge_4,auxiliary,judge,False,selfish,B,B,0.25,1
26,judge_0,guardian,judge,False,selfish,B,B,0.25,1
26,judge_1,auxiliary,judge,False,selfish,B,B,0.25,1
26,judge_2,producer,judge,False,selfish,B,B,0.25,1
26,judge_3,guardian,judge,False,selfish,B,B,0.25,1
26,judge_4,auxiliary,judge,False,selfish,B,B,0.25,1
27,judge_0,guardian,judge,False,selfish,C,A,0.25,1
27,judge_1,auxiliary,judge,False,selfish,C,A,0.25,1
27,judge_2,producer,judge,False,selfish,C,A,0.25,1
27,judge_3,guardian,judge,False,selfish,C,A,0.25,1
27,judge_4,auxiliary,judge,False,selfish,C,A,0.25,1
28,judge_0,guardian,judge,False,selfish,B,C,0.25,1
28,judge_1,auxiliary,judge,False,selfish,B,C,0.25,1
28,judge_2,producer,judge,False,selfish,B,C,0.25,1
28,judge_3,guardian,judge,False,selfish,B,C,0.25,1
28,judge_4,auxiliary,judge,False,selfish,B,C,0.25,1
29,judge_0,guardian,judge,False,selfish,A,A,0.25,1
29,judge_1,auxiliary,judge,False,selfish,A,A,0.25,1
29,judge_2,producer,judge,False,selfish,A,A,0.25,1
29,judge_3,guardian,judge,False,selfish,A,A,0.25,1
29,judge_4,auxiliary,judge,False,selfish,A,A,0.25,1
30,judge_0,guardian,judge,False,selfish,B,A,0.25,1
30,judge_1,auxiliary,judge,False,selfish,B,A,0.25,1
30,judge_2,producer,judge,False,selfish,B,A,0.25,1
30,judge_3,guardian,judge,False,selfish,C,A,0.25,1
30,judge_4,auxiliary,judge,False,selfish,A,A,0.25,1
31,judge_0,guardian,judge,False,selfish,A,A,0.25,1
31,judge_1,auxiliary,judge,False,selfish,A,A,0.25,1
31,judge_2,producer,judge,False,selfish,A,A,0.25,1
31,judge_3,guardian,judge,False,selfish,A,A,0.25,1
31,judge_4,auxiliary,judge,False,selfish,A,A,0.25,1
32,judge_0,guardian,judge,False,selfish,B,B,0.25,1
32,judge_1,auxiliary,judge,False,selfish,B,B,0.25,1
32,judge_2,producer,judge,False,selfish,B,B,0.25,1
32,judge_3,guardian,judge,False,selfish,B,B,0.25,1
32,judge_4,auxiliary,judge,False,selfish,B,B,0.25,1
33,judge_0,guardian,judge,False,selfish,B,B,0.25,1
33,judge_1,auxiliary,judge,False,selfish,B,B,0.25,1
33,judge_2,producer,judge,False,selfish,B,B,0.25,1
33,judge_3,guardian,judge,False,selfish,B,B,0.25,1
33,judge_4,auxiliary,judge,False,selfish,B,B,0.25,1
34,judge_0,guardian,judge,False,selfish,B,A,0.25,1
34,judge_1,auxiliary,judge,False,selfish,B,A,0.25,1
34,judge_2,producer,judge,False,selfish,B,A,0.25,1
34,judge_3,guardian,judge,False,selfish,B,A,0.25,1
34,judge_4,auxiliary,judge,False,selfish,B,A,0.25,1
35,judge_0,guardian,judge,False,selfish,B,B,0.25,1
35,judge_1,auxiliary,judge,False,selfish,B,B,0.25,1
35,judge_2,producer,judge,False,selfish,B,B,0.25,1
35,judge_3,guardian,judge,False,selfish,B,B,0.25,1
35,judge_4,auxiliary,judge,False,selfish,B,B,0.25,1
36,judge_0,guardian,judge,False,selfish,B,C,0.25,1
36,judge_1,auxiliary,judge,False,selfish,B,C,0.25,1
36,judge_2,producer,judge,False,selfish,B,C,0.25,1
36,judge_3,guardian,judge,False,selfish,B,C,0.25,1
36,judge_4,auxiliary,judge,False,selfish,B,C,0.25,1
37,judge_0,guardian,judge,False,selfish,C,C,0.25,1
37,judge_1,auxiliary,judge,False,selfish,C,C,0.25,1
37,judge_2,producer,judge,False,selfish,C,C,0.25,1
37,judge_3,guardian,judge,False,selfish,C,C,0.25,1
37,judge_4,auxiliary,judge,False,selfish,C,C,0.25,1
38,judge_0,guardian,judge,False,selfish,C,C,0.25,1
38,judge_1,auxiliary,judge,False,selfish,C,C,0.25,1
38,judge_2,producer,judge,False,selfish,C,C,0.25,1
38,judge_3,guardian,judge,False,selfish,C,C,0.25,1
38,judge_4,auxiliary,judge,False,selfish,C,C,0.25,1
39,judge_0,guardian,judge,False,selfish,B,B,0.25,1
39,judge_1,auxiliary,judge,False,selfish,B,B,0.25,1
39,judge_2,producer,judge,False,selfish,B,B,0.25,1
39,judge_3,guardian,judge,False,selfish,B,B,0.25,1
39,judge_4,auxiliary,judge,False,selfish,B,B,0.25,1
0,judge_0,guardian,judge,False,selfish,B,B,0.25,2
0,judge_1,auxiliary,judge,False,selfish,B,B,0.25,2
0,judge_2,producer,judge,False,selfish,B,B,0.25,2
0,judge_3,guardian,judge,False,selfish,B,B,0.25,2
0,judge_4,auxiliary,judge,False,selfish,B,B,0.25,2
1,judge_0,guardian,judge,False,selfish,A,C,0.25,2
1,judge_1,auxiliary,judge,False,selfish,A,C,0.25,2
1,judge_2,producer,judge,False,selfish,A,C,0.25,2
1,judge_3,guardian,judge,False,selfish,A,C,0.25,2
1,judge_4,auxiliary,judge,False,selfish,A,C,0.25,2
2,judge_0,guardian,judge,False,selfish,A,A,0.25,2
2,judge_1,auxiliary,judge,False,selfish,A,A,0.25,2
2,judge_2,producer,judge,False,selfish,A,A,0.25,2
2,judge_3,guardian,judge,False,selfish,A,A,0.25,2
2,judge_4,auxiliary,judge,False,selfish,A,A,0.25,2
3,judge_0,guardian,judge,False,selfish,A,A,0.25,2
3,judge_1,auxiliary,judge,False,selfish,A,A,0.25,2
3,judge_2,producer,judge,False,selfish,A,A,0.25,2
3,judge_3,guardian,judge,False,selfish,A,A,0.25,2
3,judge_4,auxiliary,judge,False,selfish,A,A,0.25,2
4,judge_0,guardian,judge,False,selfish,C,C,0.25,2
4,judge_1,auxiliary,judge,False,selfish,C,C,0.25,2
4,judge_2,producer,judge,False,selfish,C,C,0.25,2
4,judge_3,guardian,judge,False,selfish,C,C,0.25,2
4,judge_4,auxiliary,judge,False,selfish,C,C,0.25,2
5,judge_0,guardian,judge,False,selfish,B,B,0.25,2
5,judge_1,auxiliary,judge,False,selfish,B,B,0.25,2
5,judge_2,producer,judge,False,selfish,B,B,0.25,2
5,judge_3,guardian,judge,False,selfish,B,B,0.25,2
5,judge_4,auxiliary,judge,False,selfish,B,B,0.25,2
6,judge_0,guardian,judge,False,selfish,C,C,0.25,2
6,judge_1,auxiliary,judge,False,selfish,C,C,0.25,2
6,judge_2,producer,judge,False,selfish,C,C,0.25,2
6,judge_3,guardian,judge,False,selfish,C,C,0.25,2
6,judge_4,auxiliary,judge,False,selfish,C,C,0.25,2
7,judge_0,guardian,judge,False,selfish,B,C,0.25,2
7,judge_1,auxiliary,judge,False,selfish,B,C,0.25,2
7,judge_2,producer,judge,False,selfish,B,C,0.25,2
7,judge_3,guardian,judge,False,selfish,B,C,0.25,2
7,judge_4,auxiliary,judge,False,selfish,B,C,0.25,2
8,judge_0,guardian,judge,False,selfish,A,A,0.25,2
8,judge_1,auxiliary,judge,False,selfish,A,A,0.25,2
8,judge_2,producer,judge,False,selfish,A,A,0.25,2
8,judge_3,guardian,judge,False,selfish,A,A,0.25,2
8,judge_4,auxiliary,judge,False,selfish,A,A,0.25,2
9,judge_0,guardian,judge,False,selfish,B,C,0.25,2
9,judge_1,auxiliary,judge,False,selfish,B,C,0.25,2
9,judge_2,producer,judge,False,selfish,B,C,0.25,2
9,judge_3,guardian,judge,False,selfish,B,C,0.25,2
9,judge_4,auxiliary,judge,False,selfish,A,C,0.25,2
10,judge_0,guardian,judge,False,selfish,C,C,0.25,2
10,judge_1,auxiliary,judge,False,selfish,C,C,0.25,2
10,judge_2,producer,judge,False,selfish,C,C,0.25,2
10,judge_3,guardian,judge,False,selfish,C,C,0.25,2
10,judge_4,auxiliary,judge,False,selfish,C,C,0.25,2
11,judge_0,guardian,judge,False,selfish,A,B,0.25,2
11,judge_1,auxiliary,judge,False,selfish,A,B,0.25,2
11,judge_2,producer,judge,False,selfish,A,B,0.25,2
11,judge_3,guardian,judge,False,selfish,A,B,0.25,2
11,judge_4,auxiliary,judge,False,selfish,A,B,0.25,2
12,judge_0,guardian,judge,False,selfish,C,C,0.25,2
12,judge_1,auxiliary,judge,False,selfish,C,C,0.25,2
12,judge_2,producer,judge,False,selfish,C,C,0.25,2
12,judge_3,guardian,judge,False,selfish,C,C,0.25,2
12,judge_4,auxiliary,judge,False,selfish,C,C,0.25,2
13,judge_0,guardian,judge,False,selfish,C,C,0.25,2
13,judge_1,auxiliary,judge,False,selfish,C,C,0.25,2
13,judge_2,producer,judge,False,selfish,C,C,0.25,2
13,judge_3,guardian,judge,False,selfish,C,C,0.25,2
13,judge_4,auxiliary,judge,False,selfish,C,C,0.25,2
14,judge_0,guardian,judge,False,selfish,B,C,0.25,2
14,judge_1,auxiliary,judge,False,selfish,B,C,0.25,2
14,judge_2,producer,judge,False,selfish,B,C,0.25,2
14,judge_3,guardian,judge,False,selfish,B,C,0.25,2
14,judge_4,auxiliary,judge,False,selfish,B,C,0.25,2
15,judge_0,guardian,judge,False,selfish,B,B,0.25,2
15,judge_1,auxiliary,judge,False,selfish,B,B,0.25,2
15,judge_2,producer,judge,False,selfish,B,B,0.25,2
15,judge_3,guardian,judge,False,selfish,B,B,0.25,2
15,judge_4,auxiliary,judge,False,selfish,B,B,0.25,2
16,judge_0,guardian,judge,False,selfish,B,B,0.25,2
16,judge_1,auxiliary,judge,False,selfish,B,B,0.25,2
16,judge_2,producer,judge,False,selfish,B,B,0.25,2
16,judge_3,guardian,judge,False,selfish,B,B,0.25,2
16,judge_4,auxiliary,judge,False,selfish,B,B,0.25,2
17,judge_0,guardian,judge,False,selfish,B,A,0.25,2
17,judge_1,auxiliary,judge,False,selfish,B,A,0.25,2
17,judge_2,producer,judge,False,selfish,B,A,0.25,2
17,judge_3,guardian,judge,False,selfish,B,A,0.25,2
17,judge_4,auxiliary,judge,False,selfish,B,A,0.25,2
18,judge_0,guardian,judge,False,selfish,B,C,0.25,2
18,judge_1,auxiliary,judge,False,selfish,B,C,0.25,2
18,judge_2,producer,judge,False,selfish,B,C,0.25,2
18,judge_3,guardian,judge,False,selfish,B,C,0.25,2
18,judge_4,auxiliary,judge,False,selfish,B,C,0.25,2
19,judge_0,guardian,judge,False,selfish,B,B,0.25,2
19,judge_1,auxiliary,judge,False,selfish,B,B,0.25,2
19,judge_2,producer,judge,False,selfish,B,B,0.25,2
19,judge_3,guardian,judge,False,selfish,B,B,0.25,2
19,judge_4,auxiliary,judge,False,selfish,B,B,0.25,2
20,judge_0,guardian,judge,False,selfish,B,A,0.25,2
20,judge_1,auxiliary,judge,False,selfish,B,A,0.25,2
20,judge_2,producer,judge,False,selfish,B,A,0.25,2
20,judge_3,guardian,judge,False,selfish,B,A,0.25,2
20,judge_4,auxiliary,judge,False,selfish,B,A,0.25,2
21,judge_0,guardian,judge,False,selfish,A,B,0.25,2
